model,score,id,team
374310_HCMUS_TheFangs,0.1297381528484685,374310,HCMUS_TheFangs
361762_HCMUS_TheFangs,0.1317535295225621,361762,HCMUS_TheFangs
361587_HCMUS_TheFangs,0.1334870784762055,361587,HCMUS_TheFangs
359895_HCMUS_TheFangs,0.1302180983079008,359895,HCMUS_TheFangs
361658_HCMUS_TheFangs,0.1307862648490501,361658,HCMUS_TheFangs
401279_HCMUS_TheFangs,0.1296773370054329,401279,HCMUS_TheFangs
424378_drumplstiltskin,0.1273780104099505,424378,drumplstiltskin
412230_HCMUS_TheFangs,0.1284202559845079,412230,HCMUS_TheFangs
358636_HCMUS_TheFangs,0.1302394197220206,358636,HCMUS_TheFangs
397797_utsab,0.1263195808999458,397797,utsab
412282_HCMUS_TheFangs,0.1278091833779411,412282,HCMUS_TheFangs
358635_HCMUS_TheFangs,0.1298360001123186,358635,HCMUS_TheFangs
418616_HCMUS_TheFangs,0.1237345958438255,418616,HCMUS_TheFangs
412967_HCMUS_TheFangs,0.1267073827245203,412967,HCMUS_TheFangs
419061_HCMUS_TheFangs,0.1229007219052812,419061,HCMUS_TheFangs
419918_HCMUS_TheFangs,0.1224346974906773,419918,HCMUS_TheFangs
358220_HCMUS_TheFangs,0.1260768507402525,358220,HCMUS_TheFangs
361540_HCMUS_TheFangs,0.1260768507402525,361540,HCMUS_TheFangs
358413_HCMUS_TheFangs,0.1250829649695283,358413,HCMUS_TheFangs
358447_HCMUS_TheFangs,0.1251002363597108,358447,HCMUS_TheFangs
361716_HCMUS_TheFangs,0.1279152397186249,361716,HCMUS_TheFangs
358403_HCMUS_TheFangs,0.1241565894297407,358403,HCMUS_TheFangs
361755_HCMUS_TheFangs,0.1273944848413542,361755,HCMUS_TheFangs
359078_HCMUS_TheFangs,0.1242857473575934,359078,HCMUS_TheFangs
359077_HCMUS_TheFangs,0.1239155230452603,359077,HCMUS_TheFangs
422637_drumplstiltskin,0.1237059492081522,422637,drumplstiltskin
358448_HCMUS_TheFangs,0.1233389013803048,358448,HCMUS_TheFangs
366999_pingsheng-li,0.1236607050362597,366999,pingsheng-li
356179_sazeglio,0.1230221628724616,356179,sazeglio
354855_HCMUS_TheFangs,0.1212553463392963,354855,HCMUS_TheFangs
418078_HCMUS_TheFangs,0.1192675616346738,418078,HCMUS_TheFangs
418252_HCMUS_TheFangs,0.1190398905959414,418252,HCMUS_TheFangs
418210_HCMUS_TheFangs,0.1189824756866632,418210,HCMUS_TheFangs
355848_sazeglio,0.1227557867840961,355848,sazeglio
418175_HCMUS_TheFangs,0.118897714068018,418175,HCMUS_TheFangs
418202_HCMUS_TheFangs,0.1188795835719885,418202,HCMUS_TheFangs
420215_alluding123,0.1222086188784571,420215,alluding123
354908_HCMUS_TheFangs,0.1214034287285471,354908,HCMUS_TheFangs
368878_pingsheng-li,0.1233675034944264,368878,pingsheng-li
417033_alluding123,0.1215670997874574,417033,alluding123
418307_HCMUS_TheFangs,0.1186673723645226,418307,HCMUS_TheFangs
356291_sazeglio,0.1221302796574283,356291,sazeglio
417856_alluding123,0.1215540283924983,417856,alluding123
420058_alluding123,0.1216496383341217,420058,alluding123
418612_alluding123,0.1215741250578802,418612,alluding123
418030_HCMUS_TheFangs,0.1183748958137042,418030,HCMUS_TheFangs
418039_alluding123,0.1212716942664657,418039,alluding123
425091_drumplstiltskin,0.1180988847627136,425091,drumplstiltskin
425136_drumplstiltskin,0.1178816290256643,425136,drumplstiltskin
355688_sazeglio,0.1214093300418539,355688,sazeglio
425047_drumplstiltskin,0.1164238370175543,425047,drumplstiltskin
355106_HCMUS_TheFangs,0.1199398725128834,355106,HCMUS_TheFangs
355056_HCMUS_TheFangs,0.1199586421579955,355056,HCMUS_TheFangs
355079_HCMUS_TheFangs,0.1201618003772631,355079,HCMUS_TheFangs
354854_HCMUS_TheFangs,0.1192322426974621,354854,HCMUS_TheFangs
355108_HCMUS_TheFangs,0.1191842092212398,355108,HCMUS_TheFangs
355113_HCMUS_TheFangs,0.117787951023056,355113,HCMUS_TheFangs
357749_sazeglio,0.117173002475639,357749,sazeglio
357024_sazeglio,0.1178857910351081,357024,sazeglio
357452_sazeglio,0.1169024277984831,357452,sazeglio
358722_sazeglio,0.1172877995435305,358722,sazeglio
358328_sazeglio,0.1163519360233667,358328,sazeglio
354799_HCMUS_TheFangs,0.116223248725273,354799,HCMUS_TheFangs
358681_sazeglio,0.114858703384605,358681,sazeglio
356720_sazeglio,0.1147057169522996,356720,sazeglio
364120_sazeglio,0.1139555030914175,364120,sazeglio
357008_HCMUS_TheFangs,0.1137189028877685,357008,HCMUS_TheFangs
357009_HCMUS_TheFangs,0.1136801701737451,357009,HCMUS_TheFangs
357001_HCMUS_TheFangs,0.1127989144923106,357001,HCMUS_TheFangs
357010_HCMUS_TheFangs,0.1137369908024736,357010,HCMUS_TheFangs
358360_sazeglio,0.112681947883399,358360,sazeglio
358042_sazeglio,0.1128050818121782,358042,sazeglio
357016_HCMUS_TheFangs,0.1127805812074874,357016,HCMUS_TheFangs
354859_HCMUS_TheFangs,0.1122183635264604,354859,HCMUS_TheFangs
357019_HCMUS_TheFangs,0.1115082244177151,357019,HCMUS_TheFangs
364231_sazeglio,0.1081167333967794,364231,sazeglio
365561_sazeglio,0.1087947776987352,365561,sazeglio
368043_sazeglio,0.1075372084316862,368043,sazeglio


